programa_id,nombre,categoria
571,"TINACO PARA USO AGROPECUARIO (10,000 LTS)",
572,"TINACO 10,000 LTS",
573,GEOMEMBRANA CON ESTRUCTURA (45 000 LTS),
574,MATERIAL VEGETATIVO(VARIOS),
575,PROYECTO ESTRATÉGICO (MAQUINA TORTILLADORA MANUAL),
576,PROYECTO ESTRATEGICO ( MAQUINA TORTILLADORA),
577,"MATERIAL VEGETATIVO (LIMON, MANZANA, DURAZNO, AGUACATE)",
578,PROYECTO ESTRATÉGICO ( MAQUINA TORTILLADORA MANUAL),
579,GEOMEMBRANA CON ESTRUCTURA (25 000 LTS),
580,"MATERIAL VEGETATIVO ( AGUACATE,LIMON,MANZANA, DURAZNO)",
581,APOYO PARA PROTECCIÓN DE HUERTO,
582,SISTEMA ATRAPANIEBLAS,
583,"MATERIAL VEGETATIVO (MANZANA, LIMON, PERA)",
584,"MATERIAL VEGETATIVO ( AGUACATE, NARANJA, LIMON, PERA)",
585,MATERIAL VEGETATIVO ( MANZANA),
586,FERTILIZANTE QUIMICO ( UREA),
587,MATERIAL VEGETATIVO(AGUACATE),
588,INVERNADERO,
589,PROYECTO ESTRATÉGICO ( CORRAL DE MNEJO PARA BOVINOS),
590,MATERIAL VEGETATIVO(MANZANAS),
591,GEOMEMBRANA CON ESTRUCTURA (50 000 LTS),
592,PROYECTO ESTRATÉGICO ( CONSTRUCCION DE TEJABAN PARA FORRAJE),
593,PROYECTO ESTRATÉGICO ( BODEGA DE FORRAJE),
594,SALA DE MATERNIDAD PECUARIA,
595,CARGADOR FRONTAL ( BISON),
596,PROYECTO ESTRATEGICO ( SOPLADORA),
597,PROYECTO ESTRETÉGICO (NAVE Y BODEGA PORCICOLA),
598,EQUIPAMIENTO DE MACROTUNEL,
599,EQUIPO PARA PRODUCCION Y TRANSFORMACION  DE MIEL,
600,PROYECTO ESTRATEGICO ( AGROTURISTICO),
601,TINACO PARA USO AGROPECUARIO (1100 LTS),
602,PROYECTO ESTRATÉGICO (EXTRACTOR),
603,PROYECTO ESTRATÉGICO (EQUIPAMIENTO PARA LICOR),
604,PROYECTO ESTRATÉGICO (TANQUE PIPA),
605,"TINACO 2,500 LTS",
606,PROYECTO ESTRATÉGICO ( TECHUMBRE),
607,REHABILITACION MACROTUNEL,
608,PROYECTO ESTRATÉGICO ( CORRAL DE MANEJO),
609,KIT DE HERRAMIENTA,
610,PACAS DE FORRAJE,
611,CONSTRUCCIÓN Y/O REHABILITACIÓN DE MACRO Y MICRO TUNELES,
612,ESTUFA ECOLOGIA Y MOLINO DE NIXTAMAL,
613,"MOLINO DE NIXTAMAL ARENAS 1HP, CARRETILLA, DESBROZADORA",
614,SRT: ELABORACIÓN DE PROYECTO EJECUTIVO,
615,"TINACO PARA USO AGROPECUARIO, DESBROZADORA",
616,"MOLINO DE NIXTAMAL, ESTUFA ECOLOGICA Y CARRETILLA",
617,PAQUETE BIO-FABRICA DE FERTILIZANTE,
618,"CARRETILLA, ESTUFA ECOLOGICA, PAQUETE DE HERRAMIENTAS, MOCHILA ASPERSORA, DESBROZADORA",
619,ESTUFA ECOLOGICA Y CARRETILLA,
620,MODULO PARA PRODUCCIÓN DE FORRAJE VERDE HIDROPONICO,
621,PROYECTO INTEGRAL Y/O ESTRATEGICO (TRANSFORMACION DE LECHE),
622,MOLINO DE NIXTAMAL Y DESBROZADORA,
623,"PARIHUELA,DESBROZADORA, MOCHILA ASPERSORA, MOTOBOMBA Y ASPERSORA",
624,"MOLINO DE NIXTAMAL, ESTUFA ECOLOGICA",
625,"DESBROZADORA, ESTUFA ECOLOGICA",
626,MOCHILA ASPERSORA Y DESBROZADORA,
627,PROYECTO ESTRATEGICO (EQUIPO DE LLENADO DE BOTELLAS),
628,"CARRETILLA, TINACO PARA USO AGROPECUARIO Y ESTUFA ECOLOGICA",
629,"DESBROZADORA, CARRETILLA Y ESTUFA ECOLOGICA",
630,"DESBROZADORA, ESTUFA ECOLOGICA, MOLINO DE NIXTAMAL",
631,ESTUFA ECOLOGICA Y MOLINO DE NIXTAMAL,
632,DESBROZADORA Y MOCHILA ASPERSORA,
633,DESBROZADORA/MOLINO NIXTAMAL,
634,"MOCHILA ASPERSORA, DESBROZADORA",
635,"EQUIPO BIOFABRICA DE FERTILIZANTE, DESBROZADORA",
636,"MOCHILA ASPERSORA, ESTUFA ECOLÓGICA Y CARRETILLA",
637,"MOLINO DE NIXTAMAL, CARRETILLA",
638,"VIENTRES OVINO GESTANTE CON REGISTRO GENEALOGICO, SEMENTAL OVINO CON REGISTRO GENEALOGICO",
639,"MOTOBOMBA, CARRETILLA Y ESTUFA ECOLOGICA",
640,REHABILITACION O DEZASOLVE DE BORDOS,
641,"MOLINO DE NIXTAMAL, MOCHILA ASPERSORA, ESTUFA ECOLOGICA",
642,"ESTUFA ECOLOGICA, TINACO USO AGROPECUARIO",
643,DRONES PARA USO AGRICOLA,
644,CISTERNA,
645,SEMENTAL BOVINO CON REGISTRO GENEALOGICO,
646,TINACO PARA USO AGROPECUARIO Y MOCHILA ASPERSORA,
647,REHABILITACIÓN DE MACROTUNEL (PLASTICOS),
648,"PARIHUELA, MOCHILA ASPERSORA",
649,REHABILITACIÓN O DESAZOLVE DE BORDOS,
650,"MOCHILA ASPERSORA, DESBROZADORA, MOTOBOMBA",
651,MATERIAL VEGETATIVO (PLANTA DE NOPAL),
652,"MOLINO DE NIXTAMAL, ESTUFA ECOLOGICA, DESGRANADORA",
653,DESBROZADORA Y TINACO PARA USO AGROPECUARIO,
654,"TINACO PARA USO AGROPECUARIO, ESTUFA ECOLOGICA",
655,SEMENTAL CAPRINO CON REGISTRO GENEALOGICO Y VIENTRES CAPRINOS GESTANTES CON REGISTRO GENEALOGICO,
656,DESAZOLVE DE PRESA CON MAQUINARIA,
657,"PARIHUELA, MOTOBOMBA",
658,REHABILITACIÓN DE MACROTUNEL,
659,"DESBROZADORA, MOTOBOMBA, MOCHILA ASPERSORA",
660,EQUIPO BIOFABRICA DE FERTILIZANTE,
661,"TINACO PARA USO AGROPECUARIO, CARRETILLA Y MOCHILA ASPERSORA",
662,SEMOVIENTE Y MATERIAL GENETICO,
663,PROYECTO ESTRATEGICO (REHABILITACION DE POZO),
664,EQUIPO TRANSFORMACIÓN Y PRODUCCIÓN DE MIEL,
665,"CARRETILLA, MOCHILA ASPERSORA",
666,DESALVE DE BORDO,
667,MATERIAL VEGETATIVO (ROSAL),
668,"SEMENTAL BOVINO CON REGISTRO GENEALOGICO Y EVALUACIÓN GENETICA BEEMASTER, CHAROLAIS, SIMMENTAL",
669,MOLINO DE NIXTAMAL Y MOCHILA APERSORA,
670,TECNIFICACIÓN INFRAESTRUCTURA HIDRIAGRÍCOLA,
671,"TINACO PARA USO AGROPECUARIO, DESBROZADORA Y ESTUFA ECOLOGICA",
672,"TINACO PARA USO AGROPECUARIO, CARRETILLA",
673,NUCLEOS DE ABEJA,
674,VIENTRE PORCINO SIN REGISTRO GENEALOGICO,
675,"CARRETILLA, DESBROZADORA Y TINACOS PARA USO AGROPECUARIO",
676,MANGUERA,
677,"MOLINO DE NIXTAMAL, DESBROZADORA",
678,ESTUFA ECOLOGICA Y MOCHILA ASPERSORA,
679,SEMENTAL BOVINO CARNICO O DOBLE PROPOSITO GESTANTE CON REGISTRO GENEALOGICO,
680,TINACO PARA USO AGROPECUARIO Y DESBROZADORA,
681,"DESBROZADORA, MOCHILA ASPERSORA Y ESTUFA ECOLOGICA",
682,"ESTUFA ECOLOGICA, MOLINO DE NIXTAMAL",
683,"MOLINO DE NIXTAMAL, HUERTO FAMILIAR, TINACO USO AGROPECUARIO",
684,"MOLIO DE NIXTAMAL, EQUIPO PARA BOMBEO Y CONDUCCION DE AGUA",
685,"ESTUFA ECOLOGICA, MOLINO DE NIXTAMAL, CARRETILLA",
686,"MOTOBOMBA, TINACO PARA USO AGROPECUARIO Y CARRETILLA",
687,"CISTERNA, MOTOBOMBA",
688,"DESBROZADORA, MOLINO DE NIXTAMAL, ESTUFA ECOLOGICA",
689,MOLINO MEZCLADOR,
690,"DESBROZADORA, MOLINO DE NIXTAMAL Y CARRETILLA",
691,BOVINO CARNICO O DOBLE PROPOSITO GESTANTE SN REGISTRO,
692,"MOLINO PARA NIXTAMAL, ESTUFA ECOLOGICA",
693,MOCHILA ASPERSORA Y MOLINO DE NIXTAMAL,
694,PARIHUELA Y CARRETILLA,
695,PROYECTO ESTRATEGICO (CAMARA DE REFRIGERACION PARA PRODUCCION DE ROSAS),
696,VITRINA,
697,"DESBROZADORA, MOLINO DE NIXTAMAL Y MOTOBOMBA",
698,"DESBROZADORA, PAQUETE DE HERRAMIENTAS",
699,"DESBROZADORA, MOCHILA ASPERSORA",
700,EQUIPO BIOFABRICA DE FERTILIZANTE Y DESBROZADORA,
701,"MOCHILA ASPERSORA, DESBROZADORA Y CARRETILLA",
702,EQUIPAMIENTO Y REHAB. DE SISTEMAS ELECTROMECÁNICOS Y DE ESTRUCTURAS EJIDO LA LLAVE POZO 26,
703,EQUIPAMIENTO Y REHAB. DE SISTEMAS ELECTROMECÁNICOS Y DE ESTRUCTURAS EJIDO SANTA MATILDE POZO 25,
704,CARRETILLA Y TINACO PARA USO PRODUCTIVO,
705,VIENTRE BOVINO CARNICO O DOBLE PROPOSITO GESTANTE SIN REGISTRO GENEALOGICO,
706,ULTRASONIDO PARA DIGNOSTICO DE GESTACIÓN,
707,PROYECTO ESTRATEGICO (PRODUCCION DE ROSAS),
708,"CARRETILLA, TINACO PARA USO AGROPECUARIO",
709,"DESBROZADORA, MOLINO DE NIXTAMAL.",
710,ASPERSORA Y MOLINO DE NIXTAMAL,
711,"TINACO PARA USO AGROPECUARIO, DESBROZADORA, ESTUFA ECOLOGICA",
712,SRT: REHAB. DE SISTEMA ELECTROMECÁNICO,
713,"SRT: EQUIPAMIENTO DEL SISTEMA ELECTROMECÁNICO DEL POZO OFICIAL 12A EN EL EJIDO SAN ISIDRO, SAN JUAN DEL RÍO",
714,ENSILADORA USO PECUARIO,
715,TINACO PARA USO AGROPECUARIO Y MOTOBOMBA,
716,DESPULPADORA,
717,CAMAS DE MATERNIDAD,
718,MESA ACERO INOXIDABLE USO PECUARIO,
719,"CISTERNA DE AL MENOS 5,000(CINCO MIL)LITROS",
720,TINACO 2500 LTS,
721,MOLINOS PARA FORRAJE,
722,"SISTEMA DE COSECHA DE AGUA DE LLUVIA 
( AREA DE CAPTACION Y DEPOSITO DE AGUA )",
